From St,Install Yr,Street,To St,Update Yr,Miles
UNNAMED #102,0,Holloway Ave,JUNIPERO SERRA BLVD,0,"0,0375"
UNNAMED #102,2010,Mercedes Wy,CERRITOS AV,0,"0,0625"
UNNAMED #111,2010,Clay St,FILMORE ST,0,"0,048106061"
UNNAMED #129,0,Lake Merced Blvd,JOHN MUIR DR,0,"0,176893939"
UNNAMED #133,2006,John F Kennedy Dr,KEZAR DR,2021,"0,043939394"
UNNAMED #134,2012,36th Ave,JOHN F KENNEDY DR,0,"0,128977273"
UNNAMED #141,0,Crissy Field Ave,MCDOWELL AV,0,"0,165151515"
UNNAMED #144,0,Lincoln Blvd,SHERIDAN AV,0,"0,253030303"
UNNAMED #148,2008,Lombard St,LETTERMAN DR,0,"0,027651515"
UNNAMED #151,0,Battery Caulfield Rd,UNNAMED #151,0,"0,034469697"
UNNAMED #151,0,Wedemeyer St,HAYS ST,0,"0,164393939"
UNNAMED #152,2007,Merchant Rd,BATTERY CRANSTON RD,0,"0,077651515"
UNNAMED #161,0,Arguello Blvd,WASHINGTON BLVD,0,"0,304166667"
UNNAMED #162,0,Arguello Blvd,WEST PACIFIC AV,0,"0,200378788"
UNNAMED #171,0,John F Kennedy Dr,47TH AV,0,"0,175757576"
UNNAMED #172,2012,John F Kennedy Dr,8TH AV,0,"0,135606061"
UNNAMED #173,2012,Martin Luther King Jr Dr,SUNSET TREATMENT,0,"0,047348485"
UNNAMED #175,2012,23rd St,UTAH ST,0,"0,023106061"
UNNAMED #175,2012,23Rd St,UTAH ST,0,"0,023106061"
UNNAMED RD,,4th St,MARIPOSA ST,,"0,114772727"
UNNAMED RD,,4th St,UNNAMED RD,,"0,188636364"
UPLAND DR,2010,San Benito Wy,OCEAN AV,0,"0,236742424"
UPTON AVE,,Kinzey St,RALSTON AVE,,"0,043560606"
UPTON AVE,,Kobbe Ave,PARK BLVD,,"0,656818182"
UTAH ST,2010,Division St,10TH ST,2016,"0,123484848"
UTAH ST,2011,17th St,POTRERO AVE,0,"0,054356061"
UTAH ST,2011,17th St,POTRERO AVE,2018,"0,054356061"
UTAH ST,2012,23rd St,POTRERO AV,0,"0,109848485"
VALDEZ AV,2012,Monterey Blvd,COLON AV,0,"0,098106061"
VALE AV,2011,Sloat Blvd,PALOS PL,2012,"0,096590909"
VALENCIA ST,2000,14th St,GUERRERO ST,0,"0,121401515"
VALENCIA ST,2006,Market St,OCTAVIA ST,2019,"0,077083333"
VALENCIA ST,2006,Market St,OCTAVIA ST,2020,"0,077083333"
VALENCIA ST,2010,22nd St,SAN JOSE AV,0,"0,051893939"
VALENCIA ST,2011,17th St,ALBION ST,0,"0,106060606"
VALENCIA ST,2011,McCoppin St,END,0,"0,060984848"
VALENCIA ST,2014,Cesar Chavez St,GUERRERO ST,2014,"0,122348485"
VALENCIA ST,2014,Cesar Chavez St,SAN JOSE AV,2014,"0,061553030"
VALLEJO,2019,Battery St,GREEN,,"0,064772727"
VALLEJO,2019,Davis St,BROADWAY,,"0,132196970"
VALLEJO,2019,Sansome St,GREEN,,"0,064583333"
VALLEJO ST,1971,Front St,GREEN ST,0,"0,129166667"
VALLEJO ST,2005,Columbus Ave,GREEN ST,0,"0,166287879"
VALLEJO ST,2005,Polk St,BONITA ST,2019,"0,065909091"
VALLEJO ST,2010,Steiner St,GREEN ST,0,"0,130303030"
VALLEY ST,2005,San Jose Ave,28TH ST,2017,"0,058522727"
VALLEY ST,2010,Sanchez St,29TH ST,0,"0,110227273"
VAN DYKE AV,2010,Keith St,WALLACE AV,0,"0,105681818"
VAN DYKE AV,2012,3rd St,LANE ST,0,"0,060227273"
VAN NESS AV,0,Broadway,FRANKLIN ST,0,"0,182196970"
VAN NESS AV,0,McAllister St,FRANKLIN ST,0,"0,181818182"
VAN NESS AV,2000,Francisco St,FRANKLIN ST,0,"0,182575758"
VAN NESS AV,2005,Market St,12TH ST,2017,"0,154166667"
VAN NESS AV,2009,Grove St,FRANKLIN ST,0,"0,182196970"
VAN NESS AV,2010,Green St,FRANKLIN ST,0,"0,182196970"
VAN NESS AV,2010,Post St,FRANKLIN ST,0,"0,182575758"
VAN NESS AV,2010,Sutter St,FRANKLIN ST,0,"0,091287879"
VARELA AV,1999,Holloway Ave,CARDENAS AV,0,"0,104166667"
VASQUEZ AV,2005,Woodside Ave,BALCETA AV,0,"0,096212121"
VASQUEZ AV,2010,Laguna Honda Blvd,BALCETA AV,0,"0,074621212"
VASQUEZ AV,2010,Laguna Honda Blvd,VASQUEZ AV,0,"0,068939394"
VERDUN WY,2009,Claremont Blvd,DORCHESTER WY,0,"0,052651515"
VERMONT ST,2000,Division St,SAN BRUNO AV,2016,"0,104166667"
VERMONT ST,2011,17th St,SAN BRUNO AVE,0,"0,053030303"
VERMONT ST,2011,17th St,SAN BRUNO AVE,2018,"0,053030303"
VERMONT ST,2012,23rd St,SAN BRUNO AV,0,"0,105681818"
VERNON ST,2014,Holloway Ave,BORICA ST,2014,"0,064015152"
VICENTE ST,2008,14th Ave,WAWONA ST,0,"0,154924242"
VICENTE ST,2010,20th Ave,WAWONA ST,2020,"0,258333333"
VICENTE ST,2010,35th Ave,WAWONA ST,0,"0,207196970"
VICENTE ST,2011,34th Ave,WAWONA ST,0,"0,094507576"
VICKSBURG ST,2010,Jersey St,SANCHEZ ST,0,"0,121969697"
VICTORIA ST,2006,Ocean Ave,LAKEWOOD AV,0,"0,042424242"
VICTORIA ST,2014,Holloway Ave,RAMSELL ST,2014,"0,078409091"
VICTORIA ST,2014,Holloway Ave,VICTORIA ST,2014,"0,018939394"
VIENNA ST,2002,Geneva Ave,ATHENS ST,0,"0,103030303"
VIENNA ST,2005,Silver Ave,MADISON ST,0,"0,050378788"
VISITACION AV,2002,Bay Shore Blvd,SUNNYDALE AV,0,"0,235984848"
VISITACION AV,2012,Tunnel Ave,RECYCLE RD,,"0,132954545"
VISITACION AV,2017,Mansell St,DARTMOUTH ST,,"0,161363636"
VISITACION AVE,2017,Mansell St,JOHN F SHELLEY DR EAST,0,"0,306818182"
WABASH TERR,2012,San Bruno Ave,RACINE LN,0,"0,039015152"
WALBRIDGE ST,1999,Geneva Ave,PARQUE DR,0,"0,051893939"
WALLACE AV,2010,Keith St,YOSEMITE AV,0,"0,106060606"
WALLACE AV,2012,3rd St,YOSEMITE AV,,
WALLER ST,0,Ashbury St,FREDERICK ST,0,"0,259090909"
WALLER ST,0,Pierce St,HAIGHT ST,2012,"0,130303030"
WALLER ST,2006,Octavia St,HAIGHT ST,0,"0,131060606"
WALLER ST,2010,Downey St,FREDERICK ST,0,"0,129734848"
WALLER ST,2010,Webster St,LAUSSAT ST,0,"0,065151515"
WALNUT ST,2010,Clay St,LAUREL ST,0,"0,182196970"
WANDA ST,2010,Ocean Ave,OTSEGO AV,0,"0,132954545"
WARD ST,2000,San Bruno Ave,NELSON AV,0,"0,092045455"
WARE ST,2012,San Bruno Ave,HWY 101 OFF-RAMP,0,"0,101893939"
WASHBURN ST,2000,Howard St,DORE ST,2018,"0,014015152"
WASHINGTON BLVD,,Bay Area Ridge Trail,ARGUELLO BLVD,,"0,977272727"
WASHINGTON BLVD,,Kobbe Ave,HARRISON BLVD,,"0,223863636"
WASHINGTON BLVD,0,Arguello Blvd,UNNAMED #162,0,"0,476515152"
WASHINGTON BLVD,0,Battery Caulfield Rd,UNNAMED #151,0,"0,516287879"
WASHINGTON BLVD,0,Compton Rd,WASHINGTON BLVD,0,"0,473863636"
WASHINGTON BLVD,0,Park Blvd,WASHINGTON BLVD,0,"0,026136364"
WASHINGTON ST,0,Stockton St,JACKSON ST,0,"0,123106061"
WASHINGTON ST,2000,Arguello Blvd,CLAY ST,2016,"0,122348485"
WASHINGTON ST,2004,The Embarcadero,BROADWAY,0,"0,214772727"
WASHINGTON ST,2004,The Embarcadero,BROADWAY,2018,"0,214772727"
WASHINGTON ST,2005,Polk St,JACKSON ST,2019,"0,123863636"
WASHINGTON ST,2006,Presidio Blvd,CLAY ST,0,"0,121590909"
WASHINGTON ST,2010,Cherry St,CLAY ST,2016,"0,121590909"
WASHINGTON ST,2010,Steiner St,JACKSON ST,0,"0,122727273"
WASHINGTON ST,2010,Taylor St,JACKSON ST,0,"0,122348485"
WASHINGTON ST,2010,Webster St,JACKSON ST,0,"0,123106061"
WATERLOO ST,2005,Loomis St,INDUSTRIAL ST,0,"0,115151515"
WATERLOO ST,2012,Bayshore Blvd,MARENGO ST,0,"0,107575758"
WATERVILLE ST,2005,Silver Ave,SCOTIA AV,0,"0,064393939"
WAWONA ST,2008,14th Ave,WEST PORTAL AV,0,"0,099621212"
WAWONA ST,2010,35th Ave,YORBA ST,0,"0,279545455"
WAWONA ST,2011,34th Ave,YORBA ST,0,"0,138068182"
WAWONA ST,2011,Taraval St,CORTES AV,0,"0,026136364"
WAWONA ST,2020,Vicente St,WEST PORTAL AVE,,"0,117424242"
WAYLAND ST,2014,Bayshore Blvd,WOOLSEY ST,0,"0,178030303"
WAYNE PL,2010,Pacific Ave,MASON ST,0,"0,091666667"
WEBSTER ST,0,McAllister St,FILLMORE ST,0,"0,190151515"
WEBSTER ST,0,Sutter St,COTTAGE RW,0,"0,079545455"
WEBSTER ST,1999,Bay St,FILLMORE ST,2015,"0,190909091"
WEBSTER ST,1999,Fulton St,FILLMORE ST,0,"0,191287879"
WEBSTER ST,2006,Page St,FILLMORE ST,0,"0,181818182"
WEBSTER ST,2009,Greenwich St,FILLMORE ST,0,"0,181818182"
WEBSTER ST,2010,Clay St,UNNAMED #111,0,"0,134090909"
WEBSTER ST,2010,Post St,FILLMORE ST,0,"0,190530303"
WEDEMEYER ST,,Park Trail,N 15TH AVE,,"0,310984848"
WELSH ST,2009,5th St,BRANNAN ST,2020,"0,156439394"
WEST HALLECK ST,2003,Lincoln Blvd,MESA ST,0,"0,022348485"
WEST PACIFIC AV,0,Presidio Blvd,RAWLES ST,0,"0,297348485"
WEST PACIFIC AVE,,Park Trail,WASHINGTON BLVD,,"0,820833333"
WEST PACIFIC AVE,0,Presidio Blvd,BROADWAY ST,0,"0,037121212"
WEST PORTAL AV,2008,14th Ave,PORTOLA DR,0,"0,111742424"
WESTGATE DR,2006,Ocean Ave,CEDRO AV,0,"0,102272727"
WESTGATE DR,2012,Cerritos Ave,MONCADA WY,0,"0,318939394"
WESTGATE DR,2012,Monterey Blvd,NORTHGATE DR,0,"0,165340909"
WESTGATE DR,2012,Monterey Blvd,SAN JACINTO WY,0,"0,041287879"
WESTMOORLAND DR,2016,Ocean Ave,HAVENSIDE DR,,"0,092803030"
WHEAT ST,2012,Paul Ave,BAYSHORE BLVD,2017,"0,081439394"
WHIPPLE AV,2006,Alemany Blvd,FARRAGUT AV,0,"0,206439394"
WHITNEY ST,0,30th St,SANCHEZ ST,2015,"0,093181818"
WIESE ST,2011,16th St,HOFF ST,0,"0,010606061"
WILDE AV,2000,San Bruno Ave,SAN BRUNO AV,0,"0,065151515"
WILDER ST,2010,Diamond St,KERN ST,0,"0,052272727"
WILLARD NORTH ST,2000,Turk St,ARGUELLO BLVD,0,"0,190530303"
WILLARD ST,2005,Parnassus Ave,HILLPOINT AV,0,"0,175"
WILLOW ST,2000,Polk St,ELLIS ST,2019,"0,064393939"
WILMOT ST,2010,Steiner St,PINE ST,0,"0,065151515"
WINSTON DR,0,20th Ave,BUCKINGHAM WY,0,"0,207954545"
WINSTON DR,0,20th Ave,WINSTON DR,0,"0,476893939"
WINSTON DR,0,Lake Merced Blvd,FONT BLVD,0,"0,437121212"
WISCONSIN ST,2017,17th St,ARKANSAS ST,,"0,105303030"
WOOD ST,2021,Anza Street,MASONIC AVE,,"0,142045455"
WOODACRE DR,2006,Ocean Ave,LAGUNITAS DR,0,"0,126136364"
WOODLAND AV,2005,Parnassus Ave,WILLARD ST,0,"0,077651515"
WOODSIDE AV,2010,Laguna Honda Blvd,MERCED AV,0,"0,013636364"
WOODWARD ST,2000,14th St,JULIAN AV,2003,"0,023863636"
WOOLSEY ST,2014,Bayshore Blvd,PAUL AV,0,"0,272727273"
WORTH ST,2012,21st St,GRAND VIEW AV,0,"0,041287879"
WYMAN AV,,Park Blvd,NORTH 15TH AV,,"0,170454545"
YACHT RD,,Mason St Trail,BAKER ST,,"0,109469697"
YALE ST,2005,Silver Ave,AMHERST ST,0,"0,131818182"
YERBA BUENA AV,2012,Monterey Blvd,SAINT ELMO WY,0,"0,110795455"
YORBA ST,2011,34th Ave,ESCONDIDO AV,0,"0,086742424"
YORK ST,0,26th St,BRYANT ST,0,"0,103409091"
YORK ST,2010,22nd St,BRYANT ST,0,"0,102651515"
YOSEMITE AV,2010,Keith St,ARMSTRONG AV,0,"0,106439394"
YOSEMITE AV,2012,3rd St,ARMSTRONG AV,0,"0,110227273"
ZANOWIZ ST,2000,Mason St,UNNAMED #63,,"0,081818182"
ZENO PL,2000,Folsom St,FREMONT ST,2020,"0,045075758"
ZOE ST,2019,Brannan St,4TH ST,,"0,189393939"
ZOO RD,0,Skyline Blvd,HARDING RD,0,"0,508333333"
ZOO RD,0,Skyline Blvd,ZOO RD,0,"1,065151515"
